14 15 1 16621 674 0 10
8 35 7.252082
27 6 10.909434
3 29 19.315120
34 23 6.994992
13 10 9.620950
19 38 14.778577
20 30 9.656773
17 32 4.553658
46 45 8.325832
28 24 11.278973
6 32 15.780554
31 8 10.001630
36 23 2.280829
17 29 16.570769
0 2 27.067447 12.152808
1 11 9.731488 8.061278
2 10 0.916208 5.027051
2 5 16.139740 24.205739
2 4 8.828520 31.352402
3 11 30.785276 30.386140
3 9 49.801037 8.636202
4 11 49.376950 18.948714
5 7 20.443588 12.610522
6 11 47.982731 37.707077
6 10 0.702910 24.870662
6 9 12.073001 16.985835
7 8 5.743753 39.463149
11 13 1.538440 45.566454
12 13 45.972504 32.177782
