19 20 1 43854 1359 0 10
9 29 10.132939
1 5 1.374423
4 16 18.461841
29 49 2.077808
43 37 17.388743
14 32 17.480098
11 15 4.734608
35 23 8.005309
18 13 14.209690
14 20 13.883852
41 21 18.087861
36 19 14.174204
49 25 19.556075
20 11 12.773555
36 25 12.953804
44 20 4.150635
49 12 6.799365
26 5 1.113186
29 39 12.167292
0 11 19.569537 43.772257
1 9 29.175915 29.604057
1 3 9.470615 71.264448
2 15 19.402369 71.837724
2 8 5.429079 18.574203
2 5 35.434217 30.485612
3 5 34.222767 36.619764
4 14 35.955947 22.669362
6 13 25.289063 15.304066
6 8 47.707897 14.238798
7 16 32.502097 21.654997
7 11 46.248801 7.663002
10 18 24.861438 35.215686
10 17 41.768870 34.491263
10 15 31.416275 5.809727
10 12 17.873516 12.913221
11 14 46.758641 6.118297
12 15 19.307482 13.724862
12 14 36.400940 14.619607
13 16 21.093187 51.482294
