10 16 0 35885 648 0 10
13 31 16.660925
30 28 15.392080
22 23 19.567724
35 16 1.689154
0 19 4.041599
8 0 1.866248
23 35 7.382797
21 8 11.701792
29 14 17.249692
29 32 0.718628
0 9 21.262664 22.576798
0 2 4.961005 17.742718
1 9 22.858015 8.102572
1 8 15.447092 27.193973
1 6 49.495789 11.737016
2 8 32.918457 18.199650
2 7 31.521678 17.549446
2 6 44.037121 13.925880
3 8 44.393088 9.996785
3 6 8.414621 33.886095
4 9 17.047886 60.793974
5 8 44.565980 48.910295
5 7 6.998819 21.758022
6 9 39.727763 13.313316
7 9 42.355829 43.641101
7 8 6.668398 18.304866
