15 18 0 37399 1078 0 10
12 17 2.388333
10 2 4.678273
32 25 10.435740
1 32 2.543060
1 2 8.800096
23 20 4.303465
9 13 10.744151
31 1 11.106725
26 24 11.344337
37 29 13.721847
2 14 10.843757
22 20 7.645191
5 21 2.117798
34 28 17.466663
41 20 11.598165
0 13 36.537241 44.851070
0 5 2.987483 12.964524
1 11 44.545507 31.128459
1 8 34.158769 53.175809
1 4 45.425732 9.355219
2 14 23.250119 17.143821
2 13 15.961766 3.724464
2 9 42.609953 11.501011
3 12 1.503494 16.838990
5 12 28.290249 24.769886
5 8 29.457966 7.350373
6 12 1.270547 9.865644
6 11 39.455244 17.073690
6 10 26.931786 11.084597
7 11 22.046596 39.839984
8 11 35.922504 6.327440
9 13 12.780397 3.705167
12 13 30.529513 53.048797
