18 25 1 10840 1402 0 10
41 8 0.925798
27 17 6.474929
13 27 9.421214
42 11 9.200397
48 2 19.824132
7 5 19.193673
22 5 16.642947
39 14 12.759733
33 41 3.605200
45 39 13.861553
11 40 8.978002
40 26 15.916100
43 2 1.030780
31 24 5.361846
39 48 2.596689
27 1 0.292698
23 33 3.844902
12 39 12.935073
0 15 17.447292 28.664576
0 12 7.535340 7.140786
0 4 7.631430 14.706202
0 3 32.828477 4.595336
1 13 6.967897 9.600992
1 5 20.303748 42.161285
1 4 42.697004 38.414877
2 17 47.980348 20.829808
2 10 36.051400 17.282445
2 8 7.305365 46.855855
2 4 4.977530 58.453430
3 7 40.395738 7.803001
4 12 44.536198 9.476778
4 8 1.259503 44.961133
6 15 13.412608 12.200249
6 13 36.833571 35.150604
7 16 40.050053 40.170365
8 16 10.615476 24.170235
8 13 17.027551 33.440753
8 11 7.224310 30.935453
9 14 33.826463 16.007663
9 11 48.422761 21.596818
10 17 14.019127 2.164410
10 16 42.221463 26.785496
11 13 42.367640 9.232549
