10 16 0 10555 399 0 10
13 31 15.533495
30 28 6.023874
22 23 12.451117
35 16 12.201564
0 19 0.374379
8 0 2.889752
23 35 8.787378
21 8 15.785863
29 14 13.244220
29 32 16.592518
0 9 13.140734 27.410967
0 2 14.171892 15.107543
1 9 16.799986 6.250337
1 8 49.665192 14.131412
1 6 44.829376 9.946890
2 8 38.469690 15.052107
2 7 0.080886 19.193407
2 6 17.783818 16.754254
3 8 30.515360 8.002738
3 6 4.214142 25.500411
4 9 45.571409 56.142122
5 8 19.455741 34.967847
5 7 20.209775 23.224787
6 9 48.043765 10.287718
7 9 9.790672 30.193140
7 8 45.166891 17.905012
