18 25 1 12161 535 0 10
41 8 16.617796
27 17 0.070126
13 27 3.595027
42 11 15.831989
48 2 12.441303
7 5 7.377713
22 5 19.311077
39 14 16.600977
33 41 9.573825
45 39 4.999449
11 40 9.169523
40 26 3.610294
43 2 14.189970
31 24 5.033431
39 48 17.749179
27 1 8.999610
23 33 14.568425
12 39 3.846379
0 15 26.652713 16.914992
0 12 48.738578 12.094621
0 4 22.494495 14.984692
0 3 29.212790 5.371033
1 13 8.030415 9.087391
1 5 40.506560 43.342459
1 4 34.459119 36.236037
2 17 29.193462 21.839088
2 10 21.785133 19.476644
2 8 22.316784 47.672822
2 4 21.572306 54.442032
3 7 36.211384 7.196826
4 12 20.290332 8.059804
4 8 24.970988 82.563275
6 15 35.216025 11.882836
6 13 46.822317 35.566770
7 16 30.203313 30.735751
8 16 43.134643 24.475531
8 13 30.484377 18.040824
8 11 9.055416 23.951262
9 14 15.262063 19.148677
9 11 8.720688 27.734757
10 17 40.243852 2.820541
10 16 23.760272 24.426848
11 13 35.551894 11.437580
