16 23 0 51304 693 0 13
3 14 13.589744
1 21 23.523543
8 6 4.968559
4 11 9.785948
10 1 7.861756
0 0 22.754252
14 4 15.441905
15 12 23.746794
11 6 16.896035
7 1 2.253481
3 16 20.253283
14 11 6.058215
10 13 10.725481
8 20 3.338944
5 10 21.162821
14 0 1.732156
0 14 19.214499 7.574601
0 10 0.617104 3.037368
0 8 48.831935 18.666023
1 15 44.599416 45.065956
2 14 7.088377 6.507618
3 14 39.904014 2.197121
3 13 5.357724 10.568469
3 11 30.832762 19.146581
4 15 5.670023 4.321411
4 14 18.128322 10.378954
4 13 31.288467 19.555287
4 9 34.970595 3.937315
5 14 6.128476 19.184441
5 12 7.246390 31.846912
6 9 39.412668 9.566380
6 7 47.492975 9.789307
7 15 36.644900 14.119292
8 14 41.120115 14.149637
8 11 39.343439 9.968226
8 10 0.553015 21.954912
10 13 13.399484 12.349298
11 13 0.085089 19.568847
11 12 36.189933 6.149832
