13 17 0 200 486 0 13
7 5 12.070150
5 8 9.347091
13 5 1.574501
14 8 17.875532
16 22 1.173253
19 13 18.486053
20 14 13.162121
13 16 13.557863
16 4 8.866217
14 17 0.759086
17 9 19.309342
11 10 8.933341
5 9 22.120063
0 12 26.362867 4.610442
0 3 12.901657 11.426113
1 12 19.740603 1.745846
1 11 32.632393 11.020029
1 8 30.823479 13.645402
2 10 24.298285 7.779335
2 9 0.375100 19.425416
2 5 19.435637 15.307864
3 5 20.345044 12.281152
4 5 5.535041 17.754786
5 11 29.327001 12.558668
5 10 10.466153 5.177083
5 6 34.997272 1.574055
7 9 7.169417 2.211790
8 11 46.065269 11.499180
8 10 25.162268 5.242765
9 11 26.425647 11.031925
