12 13 1 25468 450 0 13
20 23 3.254027
1 19 1.728024
21 4 16.388857
3 22 2.191641
16 22 4.932695
0 19 13.128213
2 18 22.264433
22 8 9.325816
15 22 5.391999
9 12 20.607367
17 12 19.834397
22 19 11.780153
0 8 27.785010 5.822362
0 4 5.493208 4.440661
1 7 7.595448 43.628684
1 5 15.404981 1.880634
2 7 14.973389 7.892209
3 8 29.308565 15.731901
4 10 28.792017 12.359993
4 8 31.235270 1.709597
4 5 23.769111 28.239040
5 6 43.243575 3.234625
7 10 5.106132 9.889646
9 10 37.090549 15.620297
10 11 42.155723 13.998144
