17 20 1 15961 994 0 13
2 3 20.283706
18 10 19.369124
0 23 10.051165
23 5 8.694796
8 11 11.712230
21 19 6.106101
13 15 8.393854
13 9 18.610071
11 6 2.097265
4 2 19.500555
12 17 15.344082
9 9 5.789386
2 2 4.103544
10 12 21.605313
21 12 4.818109
18 20 7.833793
9 22 14.703374
0 12 5.499740 1.684504
0 8 1.983782 14.548519
1 14 39.079719 6.314671
1 4 41.071448 10.762827
2 7 18.761742 24.485814
3 5 16.751610 20.150511
4 13 34.213202 3.903429
4 9 26.021581 11.290538
4 8 24.708613 6.334225
5 14 16.527734 13.922446
6 14 36.666184 15.634898
6 13 30.497431 6.000983
6 11 32.301035 9.713982
7 8 10.564973 6.396574
8 16 4.372104 29.648873
8 11 26.162458 6.487953
8 10 16.649151 13.226123
10 16 47.440570 9.113339
10 15 31.693304 7.476812
15 16 19.811174 16.320810
